Year,Date,Host_Country,Host_City,Stage,Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Penalties_Home_Score,Penalties_Away_Score,Winner,Draw
2002,2002-05-31,"South Korea, Japan",Seoul,Group Stage,France,Senegal,0,1,0,0,0,Senegal,0
2002,2002-06-01,"South Korea, Japan",Sapporo,Group Stage,Germany,Saudi Arabia,8,0,0,0,0,Germany,0
2002,2002-06-01,"South Korea, Japan",Niigata,Group Stage,Republic of Ireland,Cameroon,1,1,0,0,0,,1
2002,2002-06-01,"South Korea, Japan",Ulsan,Group Stage,Uruguay,Denmark,1,2,0,0,0,Denmark,0
2002,2002-06-02,"South Korea, Japan",Ibaraki,Group Stage,Argentina,Nigeria,1,0,0,0,0,Argentina,0
2002,2002-06-02,"South Korea, Japan",Saitama,Group Stage,England,Sweden,1,1,0,0,0,,1
2002,2002-06-02,"South Korea, Japan",Busan,Group Stage,Paraguay,South Africa,2,2,0,0,0,,1
2002,2002-06-02,"South Korea, Japan",Gwangju,Group Stage,Spain,Slovenia,3,1,0,0,0,Spain,0
2002,2002-06-03,"South Korea, Japan",Ulsan,Group Stage,Brazil,Turkey,2,1,0,0,0,Brazil,0
2002,2002-06-03,"South Korea, Japan",Niigata,Group Stage,Croatia,Mexico,0,1,0,0,0,Mexico,0
2002,2002-06-03,"South Korea, Japan",Sapporo,Group Stage,Italy,Ecuador,2,0,0,0,0,Italy,0
2002,2002-06-04,"South Korea, Japan",Gwangju,Group Stage,China,Costa Rica,0,2,0,0,0,Costa Rica,0
2002,2002-06-04,"South Korea, Japan",Saitama,Group Stage,Japan,Belgium,2,2,0,0,0,,1
2002,2002-06-04,"South Korea, Japan",Busan,Group Stage,South Korea,Poland,2,0,0,0,0,South Korea,0
2002,2002-06-05,"South Korea, Japan",Ibaraki,Group Stage,Germany,Republic of Ireland,1,1,0,0,0,,1
2002,2002-06-05,"South Korea, Japan",Kobe,Group Stage,Russia,Tunisia,2,0,0,0,0,Russia,0
2002,2002-06-05,"South Korea, Japan",Suwon,Group Stage,United States,Portugal,3,2,0,0,0,United States,0
2002,2002-06-06,"South Korea, Japan",Saitama,Group Stage,Cameroon,Saudi Arabia,1,0,0,0,0,Cameroon,0
2002,2002-06-06,"South Korea, Japan",Daegu,Group Stage,Denmark,Senegal,1,1,0,0,0,,1
2002,2002-06-06,"South Korea, Japan",Busan,Group Stage,France,Uruguay,0,0,0,0,0,,1
2002,2002-06-07,"South Korea, Japan",Sapporo,Group Stage,Argentina,England,0,1,0,0,0,England,0
2002,2002-06-07,"South Korea, Japan",Jeonju,Group Stage,Spain,Paraguay,3,1,0,0,0,Spain,0
2002,2002-06-07,"South Korea, Japan",Kobe,Group Stage,Sweden,Nigeria,2,1,0,0,0,Sweden,0
2002,2002-06-08,"South Korea, Japan",Seogwipo,Group Stage,Brazil,China,4,0,0,0,0,Brazil,0
2002,2002-06-08,"South Korea, Japan",Ibaraki,Group Stage,Italy,Croatia,1,2,0,0,0,Croatia,0
2002,2002-06-08,"South Korea, Japan",Daegu,Group Stage,South Africa,Slovenia,1,0,0,0,0,South Africa,0
