Year,Date,Host_Country,Host_City,Stage,Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Penalties_Home_Score,Penalties_Away_Score,Winner,Draw
1954,1954-06-16,Switzerland,Zürich,Group Stage,Austria,Scotland,1,0,0,0,0,Austria,0
1954,1954-06-16,Switzerland,Geneva,Group Stage,Brazil,Mexico,5,0,0,0,0,Brazil,0
1954,1954-06-16,Switzerland,Bern,Group Stage,Uruguay,Czechoslovakia,2,0,0,0,0,Uruguay,0
1954,1954-06-16,Switzerland,Lausanne,Group Stage,Yugoslavia,France,1,0,0,0,0,Yugoslavia,0
1954,1954-06-17,Switzerland,Basel,Group Stage,England,Belgium,4,4,0,0,0,,1
1954,1954-06-17,Switzerland,Zürich,Group Stage,Hungary,South Korea,9,0,0,0,0,Hungary,0
1954,1954-06-17,Switzerland,Lausanne,Group Stage,Switzerland,Italy,2,1,0,0,0,Switzerland,0
1954,1954-06-17,Switzerland,Bern,Group Stage,West Germany,Turkey,4,1,0,0,0,West Germany,0
1954,1954-06-19,Switzerland,Zürich,Group Stage,Austria,Czechoslovakia,5,0,0,0,0,Austria,0
1954,1954-06-19,Switzerland,Lausanne,Group Stage,Brazil,Yugoslavia,1,1,0,0,0,,1
1954,1954-06-19,Switzerland,Geneva,Group Stage,France,Mexico,3,2,0,0,0,France,0
1954,1954-06-19,Switzerland,Basel,Group Stage,Uruguay,Scotland,7,0,0,0,0,Uruguay,0
1954,1954-06-20,Switzerland,Bern,Group Stage,England,Switzerland,2,0,0,0,0,England,0
1954,1954-06-20,Switzerland,Basel,Group Stage,Hungary,West Germany,8,3,0,0,0,Hungary,0
1954,1954-06-20,Switzerland,Lugano,Group Stage,Italy,Belgium,4,1,0,0,0,Italy,0
1954,1954-06-20,Switzerland,Geneva,Group Stage,Turkey,South Korea,7,0,0,0,0,Turkey,0
1954,1954-06-23,Switzerland,Basel,Play-off,Switzerland,Italy,4,1,0,0,0,Switzerland,0
1954,1954-06-23,Switzerland,Zürich,Play-off,West Germany,Turkey,7,2,0,0,0,West Germany,0
1954,1954-06-26,Switzerland,Lausanne,Quarter-final,Austria,Switzerland,7,5,0,0,0,Austria,0
1954,1954-06-26,Switzerland,Basel,Quarter-final,Uruguay,England,4,2,0,0,0,Uruguay,0
1954,1954-06-27,Switzerland,Bern,Quarter-final,Hungary,Brazil,4,2,0,0,0,Hungary,0
1954,1954-06-27,Switzerland,Geneva,Quarter-final,West Germany,Yugoslavia,2,0,0,0,0,West Germany,0
1954,1954-06-30,Switzerland,Lausanne,Semi-final,Hungary,Uruguay,4,2,0,0,0,Hungary,0
1954,1954-06-30,Switzerland,Basel,Semi-final,West Germany,Austria,6,1,0,0,0,West Germany,0
1954,1954-07-03,Switzerland,Zürich,Third place play-off,Austria,Uruguay,3,1,0,0,0,Austria,0
1954,1954-07-04,Switzerland,Bern,Final,West Germany,Hungary,3,2,0,0,0,West Germany,0
