Year,Date,Host_Country,Host_City,Stage,Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Penalties_Home_Score,Penalties_Away_Score,Winner,Draw
2014,2014-06-21,Brazil,Cuiabá,Group Stage,Nigeria,Bosnia and Herzegovina,1,0,0,0,0,Nigeria,0
2014,2014-06-22,Brazil,Rio de Janeiro,Group Stage,Belgium,Russia,1,0,0,0,0,Belgium,0
2014,2014-06-22,Brazil,Porto Alegre,Group Stage,South Korea,Algeria,2,4,0,0,0,Algeria,0
2014,2014-06-22,Brazil,Manaus,Group Stage,United States,Portugal,2,2,0,0,0,,1
2014,2014-06-23,Brazil,Curitiba,Group Stage,Australia,Spain,0,3,0,0,0,Spain,0
2014,2014-06-23,Brazil,Brasília,Group Stage,Cameroon,Brazil,1,4,0,0,0,Brazil,0
2014,2014-06-23,Brazil,Recife,Group Stage,Croatia,Mexico,1,3,0,0,0,Mexico,0
2014,2014-06-23,Brazil,São Paulo,Group Stage,Netherlands,Chile,2,0,0,0,0,Netherlands,0
2014,2014-06-24,Brazil,Belo Horizonte,Group Stage,Costa Rica,England,0,0,0,0,0,,1
2014,2014-06-24,Brazil,Fortaleza,Group Stage,Greece,Ivory Coast,2,1,0,0,0,Greece,0
2014,2014-06-24,Brazil,Natal,Group Stage,Italy,Uruguay,0,1,0,0,0,Uruguay,0
2014,2014-06-24,Brazil,Cuiabá,Group Stage,Japan,Colombia,1,4,0,0,0,Colombia,0
2014,2014-06-25,Brazil,Salvador,Group Stage,Bosnia and Herzegovina,Iran,3,1,0,0,0,Bosnia and Herzegovina,0
2014,2014-06-25,Brazil,Rio de Janeiro,Group Stage,Ecuador,France,0,0,0,0,0,,1
2014,2014-06-25,Brazil,Manaus,Group Stage,Honduras,Switzerland,0,3,0,0,0,Switzerland,0
2014,2014-06-25,Brazil,Porto Alegre,Group Stage,Nigeria,Argentina,2,3,0,0,0,Argentina,0
2014,2014-06-26,Brazil,Curitiba,Group Stage,Algeria,Russia,1,1,0,0,0,,1
2014,2014-06-26,Brazil,Brasília,Group Stage,Portugal,Ghana,2,1,0,0,0,Portugal,0
2014,2014-06-26,Brazil,São Paulo,Group Stage,South Korea,Belgium,0,1,0,0,0,Belgium,0
2014,2014-06-26,Brazil,Recife,Group Stage,United States,Germany,0,1,0,0,0,Germany,0
2014,2014-06-28,Brazil,Belo Horizonte,Round of 16,Brazil,Chile,1,1,1,3,2,Brazil,1
2014,2014-06-28,Brazil,Rio de Janeiro,Round of 16,Colombia,Uruguay,2,0,0,0,0,Colombia,0
2014,2014-06-29,Brazil,Recife,Round of 16,Costa Rica,Greece,1,1,1,5,3,Costa Rica,1
2014,2014-06-29,Brazil,Fortaleza,Round of 16,Netherlands,Mexico,2,1,0,0,0,Netherlands,0
2014,2014-06-30,Brazil,Brasília,Round of 16,France,Nigeria,2,0,0,0,0,France,0
2014,2014-06-30,Brazil,Porto Alegre,Round of 16,Germany,Algeria,2,1,0,0,0,Germany,0
2014,2014-07-01,Brazil,São Paulo,Round of 16,Argentina,Switzerland,1,0,0,0,0,Argentina,0
2014,2014-07-01,Brazil,Salvador,Round of 16,Belgium,United States,2,1,0,0,0,Belgium,0
2014,2014-07-04,Brazil,Fortaleza,Quarter-final,Brazil,Colombia,2,1,0,0,0,Brazil,0
2014,2014-07-04,Brazil,Rio de Janeiro,Quarter-final,France,Germany,0,1,0,0,0,Germany,0
2014,2014-07-05,Brazil,Brasília,Quarter-final,Argentina,Belgium,1,0,0,0,0,Argentina,0
2014,2014-07-05,Brazil,Salvador,Quarter-final,Netherlands,Costa Rica,0,0,1,4,3,Netherlands,1
2014,2014-07-08,Brazil,Belo Horizonte,Semi-final,Brazil,Germany,1,7,0,0,0,Germany,0
2014,2014-07-09,Brazil,São Paulo,Semi-final,Netherlands,Argentina,0,0,1,2,4,Argentina,1
2014,2014-07-12,Brazil,Brasília,Third place play-off,Brazil,Netherlands,0,3,0,0,0,Netherlands,0
2014,2014-07-13,Brazil,Rio de Janeiro,Final,Germany,Argentina,1,0,0,0,0,Germany,0
