Year,Date,Host_Country,Host_City,Stage,Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Penalties_Home_Score,Penalties_Away_Score,Winner,Draw
1978,1978-06-01,Argentina,Buenos Aires,Group Stage,West Germany,Poland,0,0,0,0,0,,1
1978,1978-06-02,Argentina,Buenos Aires,Group Stage,Argentina,Hungary,2,1,0,0,0,Argentina,0
1978,1978-06-02,Argentina,Mar del Plata,Group Stage,Italy,France,2,1,0,0,0,Italy,0
1978,1978-06-02,Argentina,Rosario,Group Stage,Tunisia,Mexico,3,1,0,0,0,Tunisia,0
1978,1978-06-03,Argentina,Buenos Aires,Group Stage,Austria,Spain,2,1,0,0,0,Austria,0
1978,1978-06-03,Argentina,Mar del Plata,Group Stage,Brazil,Sweden,1,1,0,0,0,,1
1978,1978-06-03,Argentina,Mendoza,Group Stage,Netherlands,Iran,3,0,0,0,0,Netherlands,0
1978,1978-06-03,Argentina,Córdoba,Group Stage,Peru,Scotland,3,1,0,0,0,Peru,0
1978,1978-06-06,Argentina,Buenos Aires,Group Stage,Argentina,France,2,1,0,0,0,Argentina,0
1978,1978-06-06,Argentina,Mar del Plata,Group Stage,Italy,Hungary,3,1,0,0,0,Italy,0
1978,1978-06-06,Argentina,Rosario,Group Stage,Poland,Tunisia,1,0,0,0,0,Poland,0
1978,1978-06-06,Argentina,Córdoba,Group Stage,West Germany,Mexico,6,0,0,0,0,West Germany,0
1978,1978-06-07,Argentina,Buenos Aires,Group Stage,Austria,Sweden,1,0,0,0,0,Austria,0
1978,1978-06-07,Argentina,Mar del Plata,Group Stage,Brazil,Spain,0,0,0,0,0,,1
1978,1978-06-07,Argentina,Mendoza,Group Stage,Netherlands,Peru,0,0,0,0,0,,1
1978,1978-06-07,Argentina,Córdoba,Group Stage,Scotland,Iran,1,1,0,0,0,,1
1978,1978-06-10,Argentina,Buenos Aires,Group Stage,Argentina,Italy,0,1,0,0,0,Italy,0
1978,1978-06-10,Argentina,Mar del Plata,Group Stage,France,Hungary,3,1,0,0,0,France,0
1978,1978-06-10,Argentina,Rosario,Group Stage,Poland,Mexico,3,1,0,0,0,Poland,0
1978,1978-06-10,Argentina,Córdoba,Group Stage,West Germany,Tunisia,0,0,0,0,0,,1
1978,1978-06-11,Argentina,Mar del Plata,Group Stage,Brazil,Austria,1,0,0,0,0,Brazil,0
1978,1978-06-11,Argentina,Córdoba,Group Stage,Peru,Iran,4,1,0,0,0,Peru,0
1978,1978-06-11,Argentina,Mendoza,Group Stage,Scotland,Netherlands,3,2,0,0,0,Scotland,0
1978,1978-06-11,Argentina,Buenos Aires,Group Stage,Spain,Sweden,1,0,0,0,0,Spain,0
1978,1978-06-14,Argentina,Rosario,Group Stage,Argentina,Poland,2,0,0,0,0,Argentina,0
1978,1978-06-14,Argentina,Córdoba,Group Stage,Austria,Netherlands,1,5,0,0,0,Netherlands,0
1978,1978-06-14,Argentina,Mendoza,Group Stage,Brazil,Peru,3,0,0,0,0,Brazil,0
1978,1978-06-14,Argentina,Buenos Aires,Group Stage,Italy,West Germany,0,0,0,0,0,,1
1978,1978-06-18,Argentina,Rosario,Group Stage,Argentina,Brazil,0,0,0,0,0,,1
1978,1978-06-18,Argentina,Buenos Aires,Group Stage,Italy,Austria,1,0,0,0,0,Italy,0
1978,1978-06-18,Argentina,Córdoba,Group Stage,Netherlands,West Germany,2,2,0,0,0,,1
1978,1978-06-18,Argentina,Mendoza,Group Stage,Peru,Poland,0,1,0,0,0,Poland,0
1978,1978-06-21,Argentina,Rosario,Group Stage,Argentina,Peru,6,0,0,0,0,Argentina,0
1978,1978-06-21,Argentina,Córdoba,Group Stage,Austria,West Germany,3,2,0,0,0,Austria,0
1978,1978-06-21,Argentina,Mendoza,Group Stage,Brazil,Poland,3,1,0,0,0,Brazil,0
1978,1978-06-21,Argentina,Buenos Aires,Group Stage,Italy,Netherlands,1,2,0,0,0,Netherlands,0
1978,1978-06-24,Argentina,Buenos Aires,Third place play-off,Brazil,Italy,2,1,0,0,0,Brazil,0
1978,1978-06-25,Argentina,Buenos Aires,Final,Argentina,Netherlands,3,1,0,0,0,Argentina,0
