Year,Date,Host_Country,Host_City,Stage,Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Penalties_Home_Score,Penalties_Away_Score,Winner,Draw,Tournament_Avg_Temp_C,Warm_Cup,Home_Koppen,Home_Climate_Zone,Home_Warm_Climate,Home_Avg_Annual_Temp_C,Away_Koppen,Away_Climate_Zone,Away_Warm_Climate,Away_Avg_Annual_Temp_C,Home_Elo,Away_Elo,Home_Elo_Advantage,Home_Elo_Expected
1958,1958-06-11,Sweden,Gothenburg,Group Stage,Brazil,England,0,0,0,0,0,,1,12.883333333333333,0,Am,Tropical,1,25.0,Cfb,Temperate,0,10.0,1873.8,1823.3,50.5,0.704
1958,1958-06-11,Sweden,Solna,Group Stage,Mexico,Wales,1,1,0,0,0,,1,12.883333333333333,0,BSh,Arid,1,21.0,Cfb,Temperate,0,9.0,1629.7,1578.4,51.3,0.705
1958,1958-06-11,Sweden,Norrköping,Group Stage,Paraguay,Scotland,3,2,0,0,0,Paraguay,0,12.883333333333333,0,Cfa,Temperate,1,23.0,Cfb,Temperate,0,7.0,1550.5,1682.4,-131.9,0.454
1958,1958-06-11,Sweden,Borås,Group Stage,Soviet Union,Austria,2,0,0,0,0,Soviet Union,0,12.883333333333333,0,Dfc,Continental,0,-2.0,Dfb,Continental,0,7.0,1836.7,1682.1,154.6,0.812
1958,1958-06-11,Sweden,Helsingborg,Group Stage,West Germany,Czechoslovakia,2,2,0,0,0,,1,12.883333333333333,0,Cfb,Temperate,0,9.0,Dfb,Continental,0,8.0,1836.7,1719.5,117.2,0.777
1958,1958-06-11,Sweden,Västerås,Group Stage,Yugoslavia,France,3,2,0,0,0,Yugoslavia,0,12.883333333333333,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,11.5,1777.7,1711.1,66.6,0.723
1958,1958-06-12,Sweden,Solna,Group Stage,Sweden,Hungary,2,1,0,0,0,Sweden,0,12.883333333333333,0,Dfc,Continental,0,3.0,Cfb,Temperate,0,10.0,1690.2,1879.4,-189.2,0.374
1958,1958-06-15,Sweden,Gothenburg,Group Stage,Brazil,Soviet Union,2,0,0,0,0,Brazil,0,12.883333333333333,0,Am,Tropical,1,25.0,Dfc,Continental,0,-2.0,1861.6,1836.7,24.9,0.672
1958,1958-06-15,Sweden,Helsingborg,Group Stage,Czechoslovakia,Argentina,6,1,0,0,0,Czechoslovakia,0,12.883333333333333,0,Dfb,Continental,0,8.0,Cfa,Temperate,1,14.0,1717.3,1800.3,-83.0,0.524
1958,1958-06-15,Sweden,Borås,Group Stage,England,Austria,2,2,0,0,0,,1,12.883333333333333,0,Cfb,Temperate,0,10.0,Dfb,Continental,0,7.0,1835.5,1634.5,201.0,0.85
1958,1958-06-15,Sweden,Örebro,Group Stage,France,Scotland,2,1,0,0,0,France,0,12.883333333333333,0,Cfb,Temperate,0,11.5,Cfb,Temperate,0,7.0,1678.2,1649.6,28.6,0.677
1958,1958-06-15,Sweden,Sandviken,Group Stage,Hungary,Mexico,4,0,0,0,0,Hungary,0,12.883333333333333,0,Cfb,Temperate,0,10.0,BSh,Arid,1,21.0,1841.9,1617.4,224.5,0.866
1958,1958-06-15,Sweden,Eskilstuna,Group Stage,Paraguay,Yugoslavia,3,3,0,0,0,,1,12.883333333333333,0,Cfa,Temperate,1,23.0,Cfb,Temperate,0,10.0,1583.2,1810.5,-227.3,0.325
1958,1958-06-15,Sweden,Solna,Group Stage,Sweden,Wales,0,0,0,0,0,,1,12.883333333333333,0,Dfc,Continental,0,3.0,Cfb,Temperate,0,9.0,1727.8,1590.7,137.1,0.797
1958,1958-06-15,Sweden,Malmö,Group Stage,West Germany,Northern Ireland,2,2,0,0,0,,1,12.883333333333333,0,Cfb,Temperate,0,9.0,Cfb,Temperate,0,9.0,1836.7,1567.8,268.9,0.893
1958,1958-06-17,Sweden,Malmö,Play-off,Northern Ireland,Czechoslovakia,2,1,0,0,0,Northern Ireland,0,12.883333333333333,0,Cfb,Temperate,0,9.0,Dfb,Continental,0,8.0,1589.9,1806.3,-216.4,0.338
1958,1958-06-17,Sweden,Gothenburg,Play-off,Soviet Union,England,1,0,0,0,0,Soviet Union,0,12.883333333333333,0,Dfc,Continental,0,-2.0,Cfb,Temperate,0,10.0,1836.7,1827.1,9.6,0.653
1958,1958-06-17,Sweden,Solna,Play-off,Wales,Hungary,2,1,0,0,0,Wales,0,12.883333333333333,0,Cfb,Temperate,0,9.0,Cfb,Temperate,0,10.0,1608.5,1856.9,-248.5,0.299
1958,1958-06-19,Sweden,Gothenburg,Quarter-final,Brazil,Wales,1,0,0,0,0,Brazil,0,12.883333333333333,0,Am,Tropical,1,25.0,Cfb,Temperate,0,9.0,1888.0,1661.4,226.7,0.868
1958,1958-06-19,Sweden,Norrköping,Quarter-final,France,Northern Ireland,4,0,0,0,0,France,0,12.883333333333333,0,Cfb,Temperate,0,11.5,Cfb,Temperate,0,9.0,1697.6,1641.5,56.1,0.711
1958,1958-06-19,Sweden,Solna,Quarter-final,Sweden,Soviet Union,2,0,0,0,0,Sweden,0,12.883333333333333,0,Dfc,Continental,0,3.0,Dfc,Continental,0,-2.0,1710.0,1836.7,-126.7,0.462
1958,1958-06-19,Sweden,Malmö,Quarter-final,West Germany,Yugoslavia,1,0,0,0,0,West Germany,0,12.883333333333333,0,Cfb,Temperate,0,9.0,Cfb,Temperate,0,10.0,1836.7,1800.0,36.7,0.687
1958,1958-06-24,Sweden,Solna,Semi-final,Brazil,France,5,2,0,0,0,Brazil,0,12.883333333333333,0,Am,Tropical,1,25.0,Cfb,Temperate,0,11.5,1896.0,1730.2,165.8,0.822
1958,1958-06-24,Sweden,Gothenburg,Semi-final,Sweden,West Germany,3,1,0,0,0,Sweden,0,12.883333333333333,0,Dfc,Continental,0,3.0,Cfb,Temperate,0,9.0,1756.9,1836.7,-79.8,0.529
1958,1958-06-28,Sweden,Gothenburg,Third place play-off,France,West Germany,6,3,0,0,0,France,0,12.883333333333333,0,Cfb,Temperate,0,11.5,Cfb,Temperate,0,9.0,1711.5,1836.7,-125.2,0.464
1958,1958-06-29,Sweden,Solna,Final,Brazil,Sweden,5,2,0,0,0,Brazil,0,12.883333333333333,0,Am,Tropical,1,25.0,Dfc,Continental,0,3.0,1914.7,1794.3,120.4,0.781
1962,1962-05-30,Chile,Rancagua,Group Stage,Argentina,Bulgaria,1,0,0,0,0,Argentina,0,10.95,0,Cfa,Temperate,1,14.0,Cfb,Temperate,0,10.0,1793.7,1586.9,206.8,0.854
1962,1962-05-30,Chile,Viña del Mar,Group Stage,Brazil,Mexico,2,0,0,0,0,Brazil,0,10.95,0,Am,Tropical,1,25.0,BSh,Arid,1,21.0,1977.4,1682.0,295.4,0.907
1962,1962-05-30,Chile,Santiago,Group Stage,Chile,Switzerland,3,1,0,0,0,Chile,0,10.95,0,BSk,Arid,1,9.0,Cfb,Temperate,0,6.0,1613.9,1564.1,49.8,0.703
1962,1962-05-30,Chile,Arica,Group Stage,Uruguay,Colombia,2,1,0,0,0,Uruguay,0,10.95,0,Cfa,Temperate,1,16.0,Af,Tropical,1,24.0,1768.0,1336.3,431.6,0.955
1962,1962-05-31,Chile,Viña del Mar,Group Stage,Czechoslovakia,Spain,1,0,0,0,0,Czechoslovakia,0,10.95,0,Dfb,Continental,0,8.0,Csa,Temperate,1,14.0,1816.6,1810.5,6.1,0.648
1962,1962-05-31,Chile,Rancagua,Group Stage,Hungary,England,2,1,0,0,0,Hungary,0,10.95,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,10.0,1797.3,1800.5,-3.3,0.636
1962,1962-05-31,Chile,Arica,Group Stage,Soviet Union,Yugoslavia,2,0,0,0,0,Soviet Union,0,10.95,0,Dfc,Continental,0,-2.0,Cfb,Temperate,0,10.0,1836.7,1886.6,-49.9,0.572
1962,1962-05-31,Chile,Santiago,Group Stage,West Germany,Italy,0,0,0,0,0,,1,10.95,0,Cfb,Temperate,0,9.0,Csa,Temperate,1,14.0,1836.7,1727.0,109.7,0.77
1962,1962-06-02,Chile,Viña del Mar,Group Stage,Brazil,Czechoslovakia,0,0,0,0,0,,1,10.95,0,Am,Tropical,1,25.0,Dfb,Continental,0,8.0,1985.8,1837.7,148.0,0.807
1962,1962-06-02,Chile,Santiago,Group Stage,Chile,Italy,2,0,0,0,0,Chile,0,10.95,0,BSk,Arid,1,9.0,Csa,Temperate,1,14.0,1640.6,1737.0,-96.4,0.505
1962,1962-06-02,Chile,Rancagua,Group Stage,England,Argentina,3,1,0,0,0,England,0,10.95,0,Cfb,Temperate,0,10.0,Cfa,Temperate,1,14.0,1761.8,1802.5,-40.6,0.585
1962,1962-06-02,Chile,Arica,Group Stage,Yugoslavia,Uruguay,3,1,0,0,0,Yugoslavia,0,10.95,0,Cfb,Temperate,0,10.0,Cfa,Temperate,1,16.0,1858.8,1775.7,83.1,0.742
1962,1962-06-03,Chile,Rancagua,Group Stage,Hungary,Bulgaria,6,1,0,0,0,Hungary,0,10.95,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,10.0,1835.9,1578.2,257.7,0.887
1962,1962-06-03,Chile,Arica,Group Stage,Soviet Union,Colombia,4,4,0,0,0,,1,10.95,0,Dfc,Continental,0,-2.0,Af,Tropical,1,24.0,1836.7,1328.6,508.1,0.971
1962,1962-06-03,Chile,Viña del Mar,Group Stage,Spain,Mexico,1,0,0,0,0,Spain,0,10.95,0,Csa,Temperate,1,14.0,BSh,Arid,1,21.0,1789.4,1673.6,115.8,0.776
1962,1962-06-03,Chile,Santiago,Group Stage,West Germany,Switzerland,2,1,0,0,0,West Germany,0,10.95,0,Cfb,Temperate,0,9.0,Cfb,Temperate,0,6.0,1836.7,1537.4,299.3,0.909
1962,1962-06-06,Chile,Viña del Mar,Group Stage,Brazil,Spain,2,1,0,0,0,Brazil,0,10.95,0,Am,Tropical,1,25.0,Csa,Temperate,1,14.0,1967.4,1818.1,149.3,0.808
1962,1962-06-06,Chile,Rancagua,Group Stage,Hungary,Argentina,0,0,0,0,0,,1,10.95,0,Cfb,Temperate,0,10.0,Cfa,Temperate,1,14.0,1870.4,1740.2,130.2,0.79
1962,1962-06-06,Chile,Arica,Group Stage,Soviet Union,Uruguay,2,1,0,0,0,Soviet Union,0,10.95,0,Dfc,Continental,0,-2.0,Cfa,Temperate,1,16.0,1836.7,1728.5,108.2,0.768
1962,1962-06-06,Chile,Santiago,Group Stage,West Germany,Chile,2,0,0,0,0,West Germany,0,10.95,0,Cfb,Temperate,0,9.0,BSk,Arid,1,9.0,1836.7,1685.1,151.6,0.81
1962,1962-06-07,Chile,Rancagua,Group Stage,England,Bulgaria,0,0,0,0,0,,1,10.95,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,10.0,1824.1,1543.7,280.4,0.899
1962,1962-06-07,Chile,Santiago,Group Stage,Italy,Switzerland,3,0,0,0,0,Italy,0,10.95,0,Csa,Temperate,1,14.0,Cfb,Temperate,0,6.0,1692.5,1528.3,164.2,0.821
1962,1962-06-07,Chile,Viña del Mar,Group Stage,Mexico,Czechoslovakia,3,1,0,0,0,Mexico,0,10.95,0,BSh,Arid,1,21.0,Dfb,Continental,0,8.0,1645.0,1856.1,-211.1,0.345
1962,1962-06-07,Chile,Arica,Group Stage,Yugoslavia,Colombia,5,0,0,0,0,Yugoslavia,0,10.95,0,Cfb,Temperate,0,10.0,Af,Tropical,1,24.0,1906.0,1355.8,550.2,0.977
1962,1962-06-10,Chile,Viña del Mar,Quarter-final,Brazil,England,3,1,0,0,0,Brazil,0,10.95,0,Am,Tropical,1,25.0,Cfb,Temperate,0,10.0,1978.9,1809.8,169.1,0.825
1962,1962-06-10,Chile,Arica,Quarter-final,Chile,Soviet Union,2,1,0,0,0,Chile,0,10.95,0,BSk,Arid,1,9.0,Dfc,Continental,0,-2.0,1635.2,1836.7,-201.5,0.358
1962,1962-06-10,Chile,Rancagua,Quarter-final,Czechoslovakia,Hungary,1,0,0,0,0,Czechoslovakia,0,10.95,0,Dfb,Continental,0,8.0,Cfb,Temperate,0,10.0,1779.0,1867.8,-88.8,0.516
1962,1962-06-10,Chile,Santiago,Quarter-final,Yugoslavia,West Germany,1,0,0,0,0,Yugoslavia,0,10.95,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,9.0,1914.4,1836.7,77.7,0.736
1962,1962-06-13,Chile,Santiago,Semi-final,Brazil,Chile,4,2,0,0,0,Brazil,0,10.95,0,Am,Tropical,1,25.0,BSk,Arid,1,9.0,1994.7,1680.9,313.8,0.915
1962,1962-06-13,Chile,Viña del Mar,Semi-final,Czechoslovakia,Yugoslavia,3,1,0,0,0,Czechoslovakia,0,10.95,0,Dfb,Continental,0,8.0,Cfb,Temperate,0,10.0,1808.0,1942.8,-134.8,0.45
1962,1962-06-16,Chile,Santiago,Third place play-off,Chile,Yugoslavia,1,0,0,0,0,Chile,0,10.95,0,BSk,Arid,1,9.0,Cfb,Temperate,0,10.0,1660.5,1893.3,-232.8,0.318
1962,1962-06-17,Chile,Santiago,Final,Brazil,Czechoslovakia,3,1,0,0,0,Brazil,0,10.95,0,Am,Tropical,1,25.0,Dfb,Continental,0,8.0,2015.0,1857.5,157.5,0.815
1966,1966-07-11,England,London,Group Stage,England,Uruguay,0,0,0,0,0,,1,14.4,0,Cfb,Temperate,0,10.0,Cfa,Temperate,1,16.0,1878.8,1707.2,171.6,0.827
1966,1966-07-12,England,Liverpool,Group Stage,Brazil,Bulgaria,2,0,0,0,0,Brazil,0,14.4,0,Am,Tropical,1,25.0,Cfb,Temperate,0,10.0,1877.1,1685.6,191.5,0.843
1966,1966-07-12,England,Middlesbrough,Group Stage,Soviet Union,North Korea,3,0,0,0,0,Soviet Union,0,14.4,0,Dfc,Continental,0,-2.0,Dwa,Continental,0,8.0,1836.7,1739.2,97.5,0.757
1966,1966-07-12,England,Sheffield,Group Stage,West Germany,Switzerland,5,0,0,0,0,West Germany,0,14.4,0,Cfb,Temperate,0,9.0,Cfb,Temperate,0,6.0,1836.7,1512.2,324.5,0.92
1966,1966-07-13,England,Birmingham,Group Stage,Argentina,Spain,2,1,0,0,0,Argentina,0,14.4,0,Cfa,Temperate,1,14.0,Csa,Temperate,1,14.0,1796.2,1743.5,52.7,0.707
1966,1966-07-13,England,London,Group Stage,France,Mexico,1,1,0,0,0,,1,14.4,0,Cfb,Temperate,0,11.5,BSh,Arid,1,21.0,1594.8,1770.2,-175.4,0.393
1966,1966-07-13,England,Sunderland,Group Stage,Italy,Chile,2,0,0,0,0,Italy,0,14.4,0,Csa,Temperate,1,14.0,BSk,Arid,1,9.0,1861.7,1624.0,237.7,0.875
1966,1966-07-13,England,Manchester,Group Stage,Portugal,Hungary,3,1,0,0,0,Portugal,0,14.4,0,Csa,Temperate,1,15.0,Cfb,Temperate,0,10.0,1718.2,1818.2,-100.0,0.5
1966,1966-07-15,England,Middlesbrough,Group Stage,Chile,North Korea,1,1,0,0,0,,1,14.4,0,BSk,Arid,1,9.0,Dwa,Continental,0,8.0,1596.0,1692.9,-96.9,0.504
1966,1966-07-15,England,Liverpool,Group Stage,Hungary,Brazil,3,1,0,0,0,Hungary,0,14.4,0,Cfb,Temperate,0,10.0,Am,Tropical,1,25.0,1749.8,1891.2,-141.4,0.441
1966,1966-07-15,England,Sheffield,Group Stage,Spain,Switzerland,2,1,0,0,0,Spain,0,14.4,0,Csa,Temperate,1,14.0,Cfb,Temperate,0,6.0,1725.9,1501.8,224.1,0.866
1966,1966-07-15,England,London,Group Stage,Uruguay,France,2,1,0,0,0,Uruguay,0,14.4,0,Cfa,Temperate,1,16.0,Cfb,Temperate,0,11.5,1726.8,1601.3,125.6,0.786
1966,1966-07-16,England,Birmingham,Group Stage,Argentina,West Germany,0,0,0,0,0,,1,14.4,0,Cfa,Temperate,1,14.0,Cfb,Temperate,0,9.0,1813.8,1836.7,-22.9,0.609
1966,1966-07-16,England,London,Group Stage,England,Mexico,2,0,0,0,0,England,0,14.4,0,Cfb,Temperate,0,10.0,BSh,Arid,1,21.0,1859.2,1763.8,95.4,0.755
1966,1966-07-16,England,Manchester,Group Stage,Portugal,Bulgaria,3,0,0,0,0,Portugal,0,14.4,0,Csa,Temperate,1,15.0,Cfb,Temperate,0,10.0,1786.5,1671.4,115.1,0.775
1966,1966-07-16,England,Sunderland,Group Stage,Soviet Union,Italy,1,0,0,0,0,Soviet Union,0,14.4,0,Dfc,Continental,0,-2.0,Csa,Temperate,1,14.0,1836.7,1889.8,-53.1,0.567
1966,1966-07-19,England,Sheffield,Group Stage,Argentina,Switzerland,2,0,0,0,0,Argentina,0,14.4,0,Cfa,Temperate,1,14.0,Cfb,Temperate,0,6.0,1806.9,1493.8,313.1,0.915
1966,1966-07-19,England,London,Group Stage,Mexico,Uruguay,0,0,0,0,0,,1,14.4,0,BSh,Arid,1,21.0,Cfa,Temperate,1,16.0,1741.8,1754.6,-12.9,0.623
1966,1966-07-19,England,Middlesbrough,Group Stage,North Korea,Italy,1,0,0,0,0,North Korea,0,14.4,0,Dwa,Continental,0,8.0,Csa,Temperate,1,14.0,1693.2,1854.4,-161.2,0.413
1966,1966-07-19,England,Liverpool,Group Stage,Portugal,Brazil,3,1,0,0,0,Portugal,0,14.4,0,Csa,Temperate,1,15.0,Am,Tropical,1,25.0,1836.8,1819.2,17.6,0.663
1966,1966-07-20,England,London,Group Stage,England,France,2,0,0,0,0,England,0,14.4,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,11.5,1881.3,1573.5,307.8,0.913
1966,1966-07-20,England,Manchester,Group Stage,Hungary,Bulgaria,3,1,0,0,0,Hungary,0,14.4,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,10.0,1821.9,1621.2,200.7,0.85
1966,1966-07-20,England,Sunderland,Group Stage,Soviet Union,Chile,2,1,0,0,0,Soviet Union,0,14.4,0,Dfc,Continental,0,-2.0,BSk,Arid,1,9.0,1836.7,1595.7,241.0,0.877
1966,1966-07-20,England,Birmingham,Group Stage,West Germany,Spain,2,1,0,0,0,West Germany,0,14.4,0,Cfb,Temperate,0,9.0,Csa,Temperate,1,14.0,1836.7,1734.0,102.7,0.763
1966,1966-07-23,England,London,Quarter-final,England,Argentina,1,0,0,0,0,England,0,14.4,0,Cfb,Temperate,0,10.0,Cfa,Temperate,1,14.0,1889.1,1814.5,74.6,0.732
1966,1966-07-23,England,Liverpool,Quarter-final,Portugal,North Korea,5,3,0,0,0,Portugal,0,14.4,0,Csa,Temperate,1,15.0,Dwa,Continental,0,8.0,1892.2,1742.3,150.0,0.808
1966,1966-07-23,England,Sunderland,Quarter-final,Soviet Union,Hungary,2,1,0,0,0,Soviet Union,0,14.4,0,Dfc,Continental,0,-2.0,Cfb,Temperate,0,10.0,1836.7,1854.2,-17.5,0.617
1966,1966-07-23,England,Sheffield,Quarter-final,West Germany,Uruguay,4,0,0,0,0,West Germany,0,14.4,0,Cfb,Temperate,0,9.0,Cfa,Temperate,1,16.0,1836.7,1762.0,74.7,0.732
1966,1966-07-25,England,Liverpool,Semi-final,West Germany,Soviet Union,2,1,0,0,0,West Germany,0,14.4,0,Cfb,Temperate,0,9.0,Dfc,Continental,0,-2.0,1836.7,1836.7,0.0,0.64
1966,1966-07-26,England,London,Semi-final,England,Portugal,2,1,0,0,0,England,0,14.4,0,Cfb,Temperate,0,10.0,Csa,Temperate,1,15.0,1905.2,1930.8,-25.6,0.605
1966,1966-07-28,England,London,Third place play-off,Portugal,Soviet Union,2,1,0,0,0,Portugal,0,14.4,0,Csa,Temperate,1,15.0,Dfc,Continental,0,-2.0,1907.1,1836.7,70.4,0.727
1966,1966-07-30,England,London,Final,England,West Germany,4,2,0,0,0,England,0,14.4,0,Cfb,Temperate,0,10.0,Cfb,Temperate,0,9.0,1928.9,1836.7,92.2,0.751
1970,1970-05-31,Mexico,Mexico City,Group Stage,Mexico,Soviet Union,0,0,0,0,0,,1,19.3,1,BSh,Arid,1,21.0,Dfc,Continental,0,-2.0,1635.9,1836.7,-200.8,0.359
1970,1970-06-02,Mexico,Guadalajara,Group Stage,England,Romania,1,0,0,0,0,England,0,19.3,1,Cfb,Temperate,0,10.0,Dfb,Continental,0,9.0,1938.9,1673.1,265.8,0.891
1970,1970-06-02,Mexico,León,Group Stage,Peru,Bulgaria,3,2,0,0,0,Peru,0,19.3,1,BWh,Arid,1,20.0,Cfb,Temperate,0,10.0,1600.1,1699.8,-99.7,0.5
1970,1970-06-02,Mexico,Puebla,Group Stage,Uruguay,Israel,2,0,0,0,0,Uruguay,0,19.3,1,Cfa,Temperate,1,16.0,Csa,Temperate,1,20.0,1719.2,1579.8,139.4,0.799
1970,1970-06-03,Mexico,Mexico City,Group Stage,Belgium,El Salvador,3,0,0,0,0,Belgium,0,19.3,1,Cfb,Temperate,0,10.0,Aw,Tropical,1,25.0,1649.6,1538.5,111.1,0.771
1970,1970-06-03,Mexico,Guadalajara,Group Stage,Brazil,Czechoslovakia,4,1,0,0,0,Brazil,0,19.3,1,Am,Tropical,1,25.0,Dfb,Continental,0,8.0,1894.6,1821.2,73.4,0.731
1970,1970-06-03,Mexico,Toluca,Group Stage,Italy,Sweden,1,0,0,0,0,Italy,0,19.3,1,Csa,Temperate,1,14.0,Dfc,Continental,0,3.0,1903.6,1753.3,150.3,0.809
1970,1970-06-03,Mexico,León,Group Stage,West Germany,Morocco,2,1,0,0,0,West Germany,0,19.3,1,Cfb,Temperate,0,9.0,Csa,Temperate,1,17.0,1836.7,1614.6,222.1,0.865
1970,1970-06-06,Mexico,León,Group Stage,Peru,Morocco,3,0,0,0,0,Peru,0,19.3,1,BWh,Arid,1,20.0,Csa,Temperate,1,17.0,1645.7,1606.8,38.8,0.69
1970,1970-06-06,Mexico,Guadalajara,Group Stage,Romania,Czechoslovakia,2,1,0,0,0,Romania,0,19.3,1,Dfb,Continental,0,9.0,Dfb,Continental,0,8.0,1666.6,1792.9,-126.3,0.462
1970,1970-06-06,Mexico,Mexico City,Group Stage,Soviet Union,Belgium,4,1,0,0,0,Soviet Union,0,19.3,1,Dfc,Continental,0,-2.0,Cfb,Temperate,0,10.0,1836.7,1673.7,163.0,0.82
1970,1970-06-06,Mexico,Puebla,Group Stage,Uruguay,Italy,0,0,0,0,0,,1,19.3,1,Cfa,Temperate,1,16.0,Csa,Temperate,1,14.0,1759.1,1915.1,-156.0,0.42
1970,1970-06-07,Mexico,Guadalajara,Group Stage,Brazil,England,1,0,0,0,0,Brazil,0,19.3,1,Am,Tropical,1,25.0,Cfb,Temperate,0,10.0,1922.8,1945.4,-22.6,0.61
1970,1970-06-07,Mexico,Mexico City,Group Stage,Mexico,El Salvador,4,0,0,0,0,Mexico,0,19.3,1,BSh,Arid,1,21.0,Aw,Tropical,1,25.0,1648.0,1514.5,133.5,0.793
1970,1970-06-07,Mexico,Toluca,Group Stage,Sweden,Israel,1,1,0,0,0,,1,19.3,1,Dfc,Continental,0,3.0,Csa,Temperate,1,20.0,1741.8,1539.9,201.9,0.85
1970,1970-06-07,Mexico,León,Group Stage,West Germany,Bulgaria,5,2,0,0,0,West Germany,0,19.3,1,Cfb,Temperate,0,9.0,Cfb,Temperate,0,10.0,1836.7,1654.3,182.4,0.836
1970,1970-06-10,Mexico,Guadalajara,Group Stage,Brazil,Romania,3,2,0,0,0,Brazil,0,19.3,1,Am,Tropical,1,25.0,Dfb,Continental,0,9.0,1946.3,1713.8,232.5,0.871
1970,1970-06-10,Mexico,Mexico City,Group Stage,Soviet Union,El Salvador,2,0,0,0,0,Soviet Union,0,19.3,1,Dfc,Continental,0,-2.0,Aw,Tropical,1,25.0,1836.7,1491.2,345.5,0.929
1970,1970-06-10,Mexico,Puebla,Group Stage,Sweden,Uruguay,1,0,0,0,0,Sweden,0,19.3,1,Dfc,Continental,0,3.0,Cfa,Temperate,1,16.0,1733.2,1777.9,-44.7,0.579
1970,1970-06-10,Mexico,León,Group Stage,West Germany,Peru,3,1,0,0,0,West Germany,0,19.3,1,Cfb,Temperate,0,9.0,BWh,Arid,1,20.0,1836.7,1707.3,129.4,0.789
1970,1970-06-11,Mexico,León,Group Stage,Bulgaria,Morocco,1,1,0,0,0,,1,19.3,1,Cfb,Temperate,0,10.0,Csa,Temperate,1,17.0,1616.2,1545.2,71.0,0.728
1970,1970-06-11,Mexico,Guadalajara,Group Stage,England,Czechoslovakia,1,0,0,0,0,England,0,19.3,1,Cfb,Temperate,0,10.0,Dfb,Continental,0,8.0,1922.0,1745.7,176.3,0.831
1970,1970-06-11,Mexico,Toluca,Group Stage,Italy,Israel,0,0,0,0,0,,1,19.3,1,Csa,Temperate,1,14.0,Csa,Temperate,1,20.0,1896.3,1548.4,347.8,0.929
1970,1970-06-11,Mexico,Mexico City,Group Stage,Mexico,Belgium,1,0,0,0,0,Mexico,0,19.3,1,BSh,Arid,1,21.0,Cfb,Temperate,0,10.0,1671.3,1635.7,35.6,0.686
1970,1970-06-14,Mexico,Guadalajara,Quarter-final,Brazil,Peru,4,2,0,0,0,Brazil,0,19.3,1,Am,Tropical,1,25.0,BWh,Arid,1,20.0,1954.0,1692.6,261.4,0.889
1970,1970-06-14,Mexico,Toluca,Quarter-final,Italy,Mexico,4,1,0,0,0,Italy,0,19.3,1,Csa,Temperate,1,14.0,BSh,Arid,1,21.0,1877.9,1690.1,187.8,0.84
1970,1970-06-14,Mexico,Mexico City,Quarter-final,Soviet Union,Uruguay,0,1,0,0,0,Uruguay,0,19.3,1,Dfc,Continental,0,-2.0,Cfa,Temperate,1,16.0,1836.7,1752.7,84.0,0.743
1970,1970-06-14,Mexico,León,Quarter-final,West Germany,England,3,2,0,0,0,West Germany,0,19.3,1,Cfb,Temperate,0,9.0,Cfb,Temperate,0,10.0,1836.7,1945.5,-108.8,0.487
1970,1970-06-17,Mexico,Guadalajara [ a ],Semi-final,Brazil,Uruguay,3,1,0,0,0,Brazil,0,19.3,1,Am,Tropical,1,25.0,Cfa,Temperate,1,16.0,1964.0,1802.2,161.8,0.819
1970,1970-06-17,Mexico,Mexico City,Semi-final,Italy,West Germany,4,3,0,0,0,Italy,0,19.3,1,Csa,Temperate,1,14.0,Cfb,Temperate,0,9.0,1917.4,1836.7,80.7,0.739
1970,1970-06-20,Mexico,Mexico City,Third place play-off,West Germany,Uruguay,1,0,0,0,0,West Germany,0,19.3,1,Cfb,Temperate,0,9.0,Cfa,Temperate,1,16.0,1836.7,1785.9,50.8,0.704
1970,1970-06-21,Mexico,Mexico City,Final,Brazil,Italy,4,1,0,0,0,Brazil,0,19.3,1,Am,Tropical,1,25.0,Csa,Temperate,1,14.0,1980.3,1958.1,22.2,0.669
1974,1974-06-13,West Germany,Frankfurt,Group Stage,Brazil,Yugoslavia,0,0,0,0,0,,1,16.322222222222223,0,Am,Tropical,1,25.0,Cfb,Temperate,0,10.0,1970.0,1817.2,152.7,0.811
1974,1974-06-14,West Germany,Hamburg,Group Stage,East Germany,Australia,2,0,0,0,0,East Germany,0,16.322222222222223,0,Cfb,Temperate,0,9.0,BWh,Arid,1,22.0,1836.7,1683.8,152.9,0.811
1974,1974-06-14,West Germany,West Berlin,Group Stage,West Germany,Chile,1,0,0,0,0,West Germany,0,16.322222222222223,0,Cfb,Temperate,0,9.0,BSk,Arid,1,9.0,1836.7,1710.0,126.7,0.787
1974,1974-06-14,West Germany,Dortmund,Group Stage,Zaire,Scotland,0,2,0,0,0,Scotland,0,16.322222222222223,0,Am,Tropical,1,24.0,Cfb,Temperate,0,7.0,1799.1,1676.9,122.2,0.782
1974,1974-06-15,West Germany,Munich,Group Stage,Italy,Haiti,3,1,0,0,0,Italy,0,16.322222222222223,0,Csa,Temperate,1,14.0,Aw,Tropical,1,25.0,1909.9,1562.0,347.9,0.929
